year,month,day,high,low,open,volumefrom,volumeto,close
2023,September,27,27306.05,26328.53,26360.2,30832.51,827813877.45,27027.2
2023,September,28,27233.94,26674.22,27027.2,21721.72,585322764.87,26909.4
2023,September,29,27095.39,26887.09,26909.4,7260.78,195916128.74,26964.27
2023,September,30,28060.49,26958.76,26964.27,16861.15,464200302.08,27994.51
2023,October,1,28585.13,27312.81,27994.51,42701.42,1198411956.48,27507.22
2023,October,2,27669.05,27170.07,27507.22,22621.25,620603083.21,27428.66
2023,October,3,27836.54,27222.97,27428.66,18061.23,497243557.18,27789.8
2023,October,4,28128.37,27363.01,27789.8,25127.82,696054430.54,27414.59
2023,October,5,28280.04,27181.63,27414.59,25278.57,701648471.47,27946.61
2023,October,6,28035.05,27864.11,27946.61,7351.08,205394649,27973.69
2023,October,7,28105.36,27714.35,27973.69,8547.03,238690010.87,27933.57
2023,October,8,27999.8,27282.89,27933.57,21887.87,603964078.09,27598.77
2023,October,9,27735.72,27298.5,27598.77,18600.95,511109469.33,27395.4
2023,October,10,27475.69,26531.55,27395.4,30496.51,821395574.15,26871.21
2023,October,11,26937.98,26549.78,26871.21,16400.37,438531983.5,26756.23
2023,October,12,27110.91,26674.97,26756.23,18507.04,496779424.55,26862.9
2023,October,13,26982.78,26810.02,26862.9,5865.21,157685357.78,26854.52
2023,October,14,27297.26,26813.06,26854.52,10978.68,297110024.59,27177.41
2023,October,15,30009.15,27131.48,27177.41,66720.48,1884462991.7,28518.37
2023,October,16,28628.83,28094.14,28518.37,26038.83,739741149.31,28409.46
2023,October,17,28988.79,28156.7,28409.46,23999.55,682875511.71,28328.07
2023,October,18,28927.17,28135.5,28328.07,25550.36,730081363.3,28733.78
2023,October,19,30243.12,28596.96,28733.78,42016.08,1241026952.55,29684.37
2023,October,20,30365.61,29480.22,29684.37,15637.83,467626116.49,29924.08
2023,October,21,30232.64,29674.58,29924.08,13845.91,414432274.92,30001.44
2023,October,22,34739.17,29898.26,30001.44,73249.41,2308556876.22,33084.08
2023,October,23,35183.22,32857.8,33084.08,75112.67,2559949343.79,33923.52
2023,October,24,35136.87,33698.9,33923.52,43002.87,1481128342.82,34503.4
2023,October,25,34836.51,33746.16,34503.4,36463.09,1248469956.72,34157.06
2023,October,26,34246.78,33406.13,34157.06,30792.41,1044635721.14,33907.7
2023,October,27,34494.4,33876.07,33907.7,10888.97,371696781.35,34090.05
2023,October,28,34761.09,33947.8,34090.05,13639.48,469534963.71,34535.38
2023,October,29,34862.12,34090.22,34535.38,23948.89,825552244.82,34494.56
2023,October,30,34726.05,34058.4,34494.56,21982.74,756326173.72,34657.73
2023,October,31,35623.76,34096.9,34657.73,34274.26,1190955576.06,35439.76
2023,November,1,35973.2,34323.19,35439.76,31205.25,1097011932.14,34947.15
2023,November,2,34950.21,34118.29,34947.15,27811.97,960199464.71,34732.28
2023,November,3,35278.07,34606.38,34732.28,10840.41,377653497.47,35086.09
2023,November,4,35393.84,34489.02,35086.09,15210.52,533016306.01,35039.47
2023,November,5,35288.36,34758.64,35039.47,17520.44,613732584.95,35054.59
2023,November,6,35929.83,34537.87,35054.59,28810.78,1012278827.62,35421.85
2023,November,7,36109.43,35120.46,35421.85,26404.64,937630450.49,35638.33
2023,November,8,37990.51,35557.78,35638.33,62530.57,2296501186.4,36704.14
2023,November,9,37536.44,36342.27,36704.14,32545.3,1206040827.09,37321.51
2023,November,10,37417.29,36701.83,37321.51,14920.5,553215494.09,37142.22
2023,November,11,37233.45,36747.05,37142.22,9320.87,345567975.97,37079.76
2023,November,12,37429.52,36358,37079.76,24368.53,897671274.64,36482.51
2023,November,13,36752.31,34788.17,36482.51,33896.65,1219819360.84,35551.21
2023,November,14,37977.31,35374.22,35551.21,39005.98,1436101057.95,37884.19
2023,November,15,37951.14,35512.38,37884.19,38917.77,1428319260.74,36162.42
2023,November,16,36780.63,35873.7,36162.42,28253.69,1027029255.11,36626.32
2023,November,17,36853.45,36212.85,36626.32,8649.03,316037508.01,36591.19
2023,November,18,37529.1,36411.61,36591.19,11668.93,430198062.65,37388.64
2023,November,19,37770.11,36767.05,37388.64,31117.45,1162294169.25,37476.66
2023,November,20,37665.29,35753.93,37476.66,42793.3,1579350547.76,35758.72
2023,November,21,37866.63,35656.41,35758.72,36262.61,1335151412.8,37424.2
2023,November,22,37646.06,36892.34,37424.2,16793.76,626668140.1,37299.18
2023,November,23,38432.07,37262.39,37299.18,34951.5,1322597274.57,37737.05
2023,November,24,37907.84,37616.03,37737.05,8271.55,312424824.64,37801.92
2023,November,25,37829.46,37159.52,37801.92,12751.26,478214999.45,37460.21
2023,November,26,37568.17,36727.3,37460.21,24674.21,914744666.52,37246.29
2023,November,27,38410.41,36879.99,37246.29,33506.06,1265755538.49,37836.63
2023,November,28,38456.97,37589.12,37836.63,27433.75,1041457987.13,37861.9
2023,November,29,38149.78,37505.7,37861.9,16874.61,637264648.28,37729.58
2023,November,30,38982.35,37626.12,37729.58,32942.59,1268612412.23,38699.84
2023,December,1,39712.52,38659.45,38699.84,17299.38,677167721.21,39469.35
2023,December,2,40203.23,39288.91,39469.35,16087.63,638707315.07,39980.93
2023,December,3,42399.42,39980.36,39980.93,48574.89,2012390115.57,41984.41
2023,December,4,44639.18,41368.51,41984.41,52083.86,2234743414.43,44089.06
2023,December,5,44286.67,43386.17,44089.06,39080.76,1715623988.73,43771.01
2023,December,6,44050.53,42856.57,43771.01,30381.14,1320509439.92,43285.02
2023,December,7,44735.52,43094.02,43285.02,29502.75,1292562850.41,44186.18
2023,December,8,44373.02,43597.57,44186.18,15066.31,662982186.27,43723
2023,December,9,44047.82,43584.51,43723,11497.59,503801762.3,43791.67
2023,December,10,43808.9,40180.77,43791.67,58689.61,2446801856.72,41235.58
2023,December,11,42080.61,40648.18,41235.58,31480.37,1305859570.88,41472.94
2023,December,12,43461.75,40579.83,41472.94,36203.68,1517574126.2,42887.55
2023,December,13,43416.91,41433.23,42887.55,34166.34,1460749070.58,43030.6
2023,December,14,43091.28,41662.1,43030.6,25157.34,1065004798.33,41939.16
2023,December,15,42678.86,41640.84,41939.16,13495.73,570286280.98,42243.26
2023,December,16,42372.05,41228.17,42243.26,18460.88,772939037.53,41349.42
2023,December,17,42744.41,40512.69,41349.42,32860.71,1362661202.35,42650.27
2023,December,18,43454.44,41796.54,42650.27,30940.15,1318306822.38,42268.08
2023,December,19,44303.12,42195.52,42268.08,41481.09,1805958609.9,43669.91
2023,December,20,44245.16,43306.15,43669.91,29872.95,1306652594.38,43875.01
2023,December,21,44417.78,43426.51,43875.01,24740.39,1084076406.5,44008.04
2023,December,22,44024.62,43338.34,44008.04,10973.31,479555333.8,43732.75
2023,December,23,43965.2,42635.13,43732.75,14281.15,621424795.87,43023.12
2023,December,24,43808.21,42763.83,43023.12,14747.02,639501515.36,43593.79
2023,December,25,43604.51,41616.59,43593.79,30529.57,1297798884.96,42517.32
2023,December,26,43694.83,42121.77,42517.32,27420.29,1178861473.09,43469.34
2023,December,27,43817.61,42283.91,43469.34,29112.04,1249335317.05,42588.94
2023,December,28,43134.59,41296.86,42588.94,34268.41,1450476730.93,42073.59
2023,December,29,42595.81,41529.95,42073.59,21511.57,905852574.49,42146.03
2023,December,30,42863.11,41970.37,42146.03,21509.24,912867128.16,42280.14
2023,December,31,44210.89,42187.32,42280.14,19499.59,839894208.67,44197.61
2024,January,1,45918.98,44181.86,44197.61,57443.36,2596745174.99,44970.34
2024,January,2,45513.73,40214.67,44970.34,82056.19,3533041051.83,42854.08
2024,January,3,44797.03,42657.44,42854.08,49538.94,2167748750.23,44194.38
2024,January,4,44377.15,42508.08,44194.38,54169.3,2368276569.22,44178.89
2024,January,5,44248.4,43444.9,44178.89,16352.13,717065469.35,43988.33
2024,January,6,44496.47,43639.57,43988.33,20056.41,884154712.5,43950.84
2024,January,7,47295.94,43209.8,43950.84,66057.64,3000303504.99,46988.14
2024,January,8,47923.17,44889.64,46988.14,66281.93,3083632967.78,46123
2024,January,9,47705.84,44326.32,46123,80226.64,3677964834.63,46667.48
2024,January,10,49054.05,45580.11,46667.48,77548.89,3638877778.74,46353.15
2024,January,11,46512.17,41454.57,46353.15,87031.78,3855256978.62,42776.42
2024,January,12,43243.47,42438.36,42776.42,23024.72,986309535.03,42839.19
2024,January,13,43060.49,41702.53,42839.19,21730.6,924871801.97,41704.39
2024,January,14,43325.88,41687.69,41704.39,24561.1,1046074902.52,42491.26
2024,January,15,43562.19,42047.82,42491.26,36429.24,1565259395.93,43130.88
2024,January,16,43183.19,42172.64,43130.88,32911.24,1403011843.2,42739.27
2024,January,17,42876.35,40606.86,42739.27,45180.42,1885882508.36,41286.68
2024,January,18,42151.57,40246.58,41286.68,45191.13,1864062474.18,41625.47
2024,January,19,41846.45,41433.27,41625.47,13096.14,544668570.57,41677.08
2024,January,20,41862.83,41493.59,41677.08,9176.94,382561229.54,41570.17
2024,January,21,41669.9,39396.81,41570.17,56109.4,2270442343.15,39523.63
2024,January,22,40136.09,38512.34,39523.63,46007.49,1805745649.27,39876.44
2024,January,23,40526.25,39429.31,39876.44,37009.85,1476062916.95,40078.62
2024,January,24,40280.91,39523.94,40078.62,29183.88,1164224625.52,39941.74
2024,January,25,42227.71,39814.87,39941.74,42739.48,1763833855.75,41816.55
2024,January,26,42191.83,41393.22,41816.55,10632.46,444567824.09,42124.02
2024,January,27,42822.8,41632.18,42124.02,16615.66,702267432.76,42028.92
2024,January,28,43308.42,41804.05,42028.92,27783.74,1184671101.99,43302.28
2024,January,29,43855.77,42690.4,43302.28,34500.06,1498626265.1,42943.64
2024,January,30,43734.38,42276.82,42943.64,39491.24,1695950546.73,42555.08
2024,January,31,43267.39,41855.88,42555.08,29018.49,1234469121.23,43073.2
2024,February,1,43452.76,42536.21,43073.2,26779.09,1152442855.72,43181.71
2024,February,2,43355.76,42874.37,43181.71,7556.6,325725942.96,42999.52
2024,February,3,43093.79,42232.02,42999.52,9589.32,410404369.06,42570.21
2024,February,4,43518.7,41931.59,42570.21,24867.17,1062866796.14,42664.56
2024,February,5,43360.05,42526.92,42664.56,22482.95,966265875.57,43091.51
2024,February,6,44402,42766.8,43091.51,30331.77,1319628672.43,44339.04
2024,February,7,45622.13,44333.87,44339.04,39654.68,1785332802.43,45304.61
2024,February,8,48208.27,45257.22,45304.61,50590.41,2379925849.32,47154.23
2024,February,9,48166.14,46894.61,47154.23,16452.46,780554926.36,47768.12
2024,February,10,48597.46,47592.04,47768.12,19858.95,956986637.1,48311.16
2024,February,11,50339.2,47718.59,48311.16,47112.86,2319184140.26,49942.97
2024,February,12,50392.92,48336.83,49942.97,42027.05,2075339722.8,49733.11
2024,February,13,52085.66,49272.58,49733.11,43948.58,2252886326.88,51844.19
2024,February,14,52845.45,51357.81,51844.19,42990.13,2239765884.49,51934.57
2024,February,15,52598.05,51604.88,51934.57,32295.2,1680749372.19,52163.28
2024,February,16,52201.89,50647.34,52163.28,17696.94,910308869.83,51668.78
2024,February,17,52393.59,51194.3,51668.78,14716.3,762533081.81,52139.33
2024,February,18,52487.6,51691.25,52139.33,18980.36,989270690.85,51781.22
2024,February,19,52985.95,50766.77,51781.22,39504.32,2050493239.79,52269.59
2024,February,20,52375.42,50633.49,52269.59,32665.42,1676374071.14,51854.36
2024,February,21,52056.01,50914.97,51854.36,30501.44,1573393306.75,51263.67
2024,February,22,51509.58,50523.07,51263.67,26365.93,1345274652.99,50744.07
2024,February,23,51687.88,50583.66,50744.07,10707.22,548313000.54,51574.61
2024,February,24,51957.87,51288.57,51574.61,12394.68,640224439.02,51727.63
2024,February,25,54939.87,50920.53,51727.63,47961.27,2550669499.35,54518.58
2024,February,26,57612.94,54483.19,54518.58,62683.92,3546751167.69,57071.6
2024,February,27,64086.08,56726.31,57071.6,102181.72,6171823618.31,62507.1
2024,February,28,63652.76,60370.98,62507.1,84709.08,5259277822.5,61179.58
2024,February,29,63226.77,60795.21,61179.58,52747.33,3267402863.37,62431.25
2024,March,1,62479.07,61631.05,62431.25,20264.53,1257238241.46,62038.39
2024,March,2,63254.84,61392.4,62038.39,20301.48,1265273119.48,63149.43
2024,March,3,68562.03,62363.97,63149.43,79177.16,5220774005.79,68338.64
2024,March,4,69244.55,59268.68,68338.64,126873.13,8263897912.84,63804.11
2024,March,5,67645.97,62851.27,63804.11,68031.77,4498440968.53,66115.57
2024,March,6,68065.89,65610.94,66115.57,41800.64,2804368120.13,66928.15
2024,March,7,70151.23,66173.73,66928.15,59361.92,4046244830.74,68269.39
2024,March,8,68663.92,68026.81,68269.39,16947.1,1158711168.05,68446.32
2024,March,9,69976.84,68218.19,68446.32,27686.99,1919585405.6,69023.53
2024,March,10,72872.77,67170.42,69023.53,62709.74,4476609937.75,72095.86
2024,March,11,72996.99,68636.43,72095.86,58546.01,4173072731.62,71449.5
2024,March,12,73672.14,71329.7,71449.5,41314.41,3008299520.61,73118.09
2024,March,13,73802.64,68493.91,73118.09,60699.01,4325873413.25,71366.96
2024,March,14,72394.97,65579.78,71366.96,73358.94,5016358153.02,69497.39
2024,March,15,70043.23,64783.87,69497.39,33956.52,2295869354.32,65260.55
2024,March,16,68873.88,64529.3,65260.55,29362.49,1962751757.05,68364.45
2024,March,17,68925.18,66584.49,68364.45,38542.52,2602930945.01,67609.44
2024,March,18,68116.53,61529.15,67609.44,75848.91,4863914201.82,61924.02
2024,March,19,68139.33,60782.8,61924.02,69671.19,4466872469.25,67857.3
2024,March,20,68229.38,64548.09,67857.3,38234.75,2542747734.72,65493.22
